Symptom_id;Disease_id;Severity;Symptom_desc;Disease_desc
137;83;1;;Basilar skull fracture broken skull
137;106;1;;Brain abscess collection of pus in the brain
137;107;3;;Brain tumor cancer of the brain
137;128;3;;Carbon monoxide poisoning odorless, poisonous gas
137;144;1;;Cerebral contusion bruise of brain
137;184;2;;Concussion
137;239;3;;Encephalitis brain infection
137;250;1;;Epidural abscess brain or spine pus collection
137;251;3;;Epidural hematoma bleeding around brain or spine
137;365;2;;Hypertensive emergency severely high blood pressure
137;462;3;;Meningitis spinal fluid infection
137;641;1;;Increased pressure in the skull raised intracranial pressure
137;710;1;;Skull fracture broken bone
137;735;2;;Subarachnoid hemorrhage brain bleeding
137;736;1;;Subdural hematoma bleeding on brain
137;762;1;;Tick borne encephalitis brain infection
137;786;1;;Typhoid fever salmonella typhi infection from contaminated food or water
137;833;1;;West Nile virus infection mosquito-transmitted illness
137;861;1;;Sagittal sinus thrombosis venous blood clot in the brain
137;866;1;;Brain arteriovenous malformation blood vessel abnormality in the brain, AVM Arteriovenous malformation of brain
137;868;0;;Meningioma brain tumor
137;869;1;;Astrocytoma brain tumor
137;870;3;;Hydrocephalus brain fluid build-up
137;873;1;;Cerebral aneurysm brain artery dilation
137;874;2;;Pseudotumor cerebri increased pressure in the skull
137;912;2;;Reyes syndrome rare liver and brain swelling
137;1065;1;;Rabies deadly viral illness transmitted by animals
138;69;3;;Atypical pneumonia lung infection
138;115;2;;Bronchitis bronchial tube infection
138;176;1;;Cocaine overdose
138;224;1;;Dressler syndrome heart sac inflammation following heart attack or heart surgery
138;238;2;;Empyema collection of pus in chest
138;260;1;;Esophageal rupture tear in esophagus
138;346;1;;Hepatic abscess collection of pus in the liver
138;439;1;;Lung abscess collection of pus
138;458;1;;Mediastinitis inner chest inflammation
138;493;2;;Myocarditis heart muscle inflammation
138;512;1;;Neisseria meningitidis infection Neisseria meningitidis meningococcus, serious bacterial illness
138;561;3;;Pericarditis heart sac inflammation
138;585;3;;Pneumonia lung infection
138;832;0;;Wegener's granulomatosis granulomatosis with polyangiitis,  blood vessel disease
138;951;1;;Q fever flu-like bacterial illness
139;37;3;Itchy rash (Pruritic rash);Anaphylactoid reactions  (pseudo allergic reaction)
139;66;2;Itchy rash (Pruritic rash);Atopic dermatitis eczema
139;741;2;Itchy rash (Pruritic rash);Swimmer's itch cercarial dermatitis
139;190;2;Itchy rash (Pruritic rash);Contact urticaria hives
139;200;0;Itchy rash (Pruritic rash);Cutaneous larva migrans parasitic skin disease
139;278;0;Itchy rash (Pruritic rash);Familial cold urticaria cold-related hives
139;304;2;Itchy rash (Pruritic rash);Fungal infections
139;336;0;Itchy rash (Pruritic rash);Heat rash
139;396;0;Itchy rash (Pruritic rash);Intrahepatic cholestasis of pregnancy liver disorder in pregnancy
139;577;2;Itchy rash (Pruritic rash);Pityriasis rosea inflammatory skin rash
139;606;1;Itchy rash (Pruritic rash);Primary sclerosing cholangitis bile duct disease
139;675;0;Itchy rash (Pruritic rash);Schistosomiasis parasite infection
139;728;1;Itchy rash (Pruritic rash);Steven Johnson syndrome rare, serious skin disorder
139;742;0;Itchy rash (Pruritic rash);Symptomatic dermatographism exaggerated skin response to pressure
139;38;3;Itchy rash (Pruritic rash);Anaphylaxis (severe/life threatening allergic reaction)
139;26;3;Itchy rash (Pruritic rash);Allergic reaction
139;900;2;Itchy rash (Pruritic rash);Head lice
139;901;2;Itchy rash (Pruritic rash);Body lice
139;902;1;Itchy rash (Pruritic rash);Pubic lice
139;907;1;Itchy rash (Pruritic rash);Coccidiomycosis valley fever, fungal infection
139;916;2;Itchy rash (Pruritic rash);Ringworm of the scalp tinea capitis
139;917;2;Itchy rash (Pruritic rash);Ringworm of the body tinea corporis
139;920;2;Itchy rash (Pruritic rash);Scabies skin disease caused by mites
139;956;0;Itchy rash (Pruritic rash);Sea lice bite
139;999;2;Itchy rash (Pruritic rash);Folliculitis hair follicle infection
139;1002;2;Itchy rash (Pruritic rash);Hot tub follicullitis hair follicle infection Pustular folliculitis
139;1078;2;Itchy rash (Pruritic rash);Flea bite
139;1124;2;Itchy rash (Pruritic rash);Mastocytosis urticaria pigmentosa, skin disease
144;736;3;;Subdural hematoma bleeding on brain
145;736;3;Headache after trauma;Subdural hematoma bleeding on brain
145;83;3;Headache after trauma;Basilar skull fracture broken skull
145;144;3;Headache after trauma;Cerebral contusion bruise of brain
145;147;1;Headache after trauma;Cerebrospinal fluid rhinorrhea leakage of brain fluid from the nose
145;251;3;Headache after trauma;Epidural hematoma bleeding around brain or spine
145;344;3;Headache after trauma;Hemotympanum blood behind ear drum
145;395;3;Headache after trauma;Intracranial hemorrhage bleeding in brain
145;184;2;Headache after trauma;Concussion
145;593;2;Headache after trauma;Post concussive syndrome symptoms after a concussion
145;710;3;Headache after trauma;Skull fracture broken bone
145;735;3;Headache after trauma;Subarachnoid hemorrhage brain bleeding
145;736;3;Headache after trauma;Subdural hematoma bleeding on brain
145;812;1;Headache after trauma;Vertebral artery dissection neck artery tear
146;593;2;Learning difficulties;Post concussive syndrome symptoms after a concussion
146;857;2;Learning difficulties;Autism spectrum disorder ASD
146;887;2;Learning difficulties;Dyslexia reading disorder
146;878;2;Learning difficulties;Attention deficit hyperactivity disorder ADHD
146;51;2;Learning difficulties;Anxiety disorder generalized anxiety disorder GAD
146;212;3;Learning difficulties;Depression excessive sadness
146;93;2;Learning difficulties;Bipolar disorder manic depressive disorder
146;677;1;Learning difficulties;Schizophrenia chronic impaired reality perception
146;676;0;Learning difficulties;Schizoaffective disorder features of schizophrenia and mood disorder
146;286;1;Learning difficulties;Fetal alcohol syndrome
146;417;2;Learning difficulties;Lead poisoning toxicity
146;894;2;Learning difficulties;Failure to thrive - child Failure to thrive-child Failure to thrive (child)
146;19;2;Learning difficulties;Adjustment disorder  (poor adjustment to life stressor)
146;159;2;Learning difficulties;Child abuse
146;909;1;Learning difficulties;Neurofibromatosis inherited nerve tumors
146;1291;0;Learning difficulties;Fragile X syndrome genetic disorder
146;1335;0;Learning difficulties;Phenylketonuria PKU
146;1521;0;Learning difficulties;Developmental delay
146;1461;0;Learning difficulties;Turner syndrome gonadal dysgenesis
147;95;1;Blood in urine (Hematuria);Bladder cancer
147;406;2;Blood in urine (Hematuria);Kidney cancer tumor
147;609;1;Blood in urine (Hematuria);Prostate cancer male anatomy cancer
147;96;1;Blood in urine (Hematuria);Bladder stone, urinary
147;655;3;Blood in urine (Hematuria);Renal trauma kidney trauma
147;654;1;Blood in urine (Hematuria);Renal infarct kidney damage from an area of blocked blood flow
147;656;1;Blood in urine (Hematuria);Renal vein thrombosis kidney vein clot
147;513;2;Blood in urine (Hematuria);Kidney stone nephrolithiasis
147;89;1;Blood in urine (Hematuria);Benign prostatic hyperplasia prostate enlargement
147;793;2;Blood in urine (Hematuria);Bladder infection cystitis, UTI, urinary tract infection
147;637;3;Blood in urine (Hematuria);Pyelonephritis kidney infection
147;703;2;Blood in urine (Hematuria);Sickle cell disease disease of red blood cells
147;829;1;Blood in urine (Hematuria);Warfarin Coumadin, Jantoven overdose
147;978;1;Blood in urine (Hematuria);Idiopathic thrombocytopenia purpura ITP, low platelets
147;1082;1;Blood in urine (Hematuria);Goodpasture syndrome disease of kidneys and lungs
147;1497;0;Blood in urine (Hematuria);Urethral stricture
148;721;1;Urinary retention (Inability to urinate);Spinal cord injury, acute
148;864;0;Urinary retention (Inability to urinate);Spinal cord tumor
148;146;1;Urinary retention (Inability to urinate);Cerebral vascular accident stroke
148;201;1;Urinary retention (Inability to urinate);Cystocele bladder hernia
148;483;1;Urinary retention (Inability to urinate);Multiple sclerosis MS
148;213;0;Urinary retention (Inability to urinate);Diabetes high blood sugar
148;89;1;Urinary retention (Inability to urinate);Benign prostatic hyperplasia prostate enlargement
148;609;1;Urinary retention (Inability to urinate);Prostate cancer male anatomy cancer
148;95;0;Urinary retention (Inability to urinate);Bladder cancer
148;611;1;Urinary retention (Inability to urinate);Prostatitis prostate inflammation
148;48;1;Urinary retention (Inability to urinate);Anticholinergic drug overdose
148;187;2;Urinary retention (Inability to urinate);Constipation
148;20;1;Urinary retention (Inability to urinate);Alcohol  ethanol intoxication
148;1147;0;Urinary retention (Inability to urinate);Diabetic neuropathy nerve damage
149;895;1;Liver failure (Cirrhosis);Hemochromatosis excess iron disorder
149;21;2;Liver failure (Cirrhosis);Alcohol  ethanol abuse
149;169;1;Liver failure (Cirrhosis);Chronic liver disease
149;6;3;Liver failure (Cirrhosis);acetaminophen overdose Adverse reaction to acetaminophen
149;347;2;Liver failure (Cirrhosis);Hepatitis liver inflammation
149;679;1;Liver failure (Cirrhosis);Sclerosing cholangitis progressive bile duct disease 
149;903;2;Liver failure (Cirrhosis);Wilsons disease copper accumulation in tissues
149;898;3;Liver failure (Cirrhosis);Jaundice yellow skin color
149;70;2;Liver failure (Cirrhosis);Autoimmune conditions
149;15;1;Liver failure (Cirrhosis);Acute fatty liver of pregnancy
149;912;2;Liver failure (Cirrhosis);Reyes syndrome rare liver and brain swelling
149;433;0;Liver failure (Cirrhosis);Liver cancer tumor
150;897;3;Choking;Inhaled foreign body in respiratory tract
150;252;2;Choking;Epiglottitis severe throat inflammation
150;551;1;Choking;Parkinson's disease movement disorder
150;22;2;Choking;Alcohol  ethanol poisoning  (overdose)
150;146;2;Choking;Cerebral vascular accident stroke
150;1281;0;Choking;Familial dysautonomia genetic disorder
151;773;1;;Toxic shock syndrome life-threatening bacterial infection complication
151;462;3;;Meningitis spinal fluid infection
151;883;2;;Chicken pox varicella virus
151;208;1;;Dengue fever tropical mosquito borne illness
151;786;1;;Typhoid fever salmonella typhi infection from contaminated food or water
151;875;1;;HIV AIDS Human Immunodeficiency Virus, Acquired Immune Deficiency Syndrome Human immunodeficiency virus [HIV] disease
151;327;2;;Hand foot and mouth disease Coxsackie virus
151;328;1;;Hantavirus infection rare, serious viral infection
151;512;3;;Neisseria meningitidis infection Neisseria meningitidis meningococcus, serious bacterial illness
151;455;2;;Measles viral disease with typical rash
151;666;3;;Rickettsial infections type of bacterial infection
151;674;2;;Scarlet fever post strep inflammation
151;743;1;;Syphilis treponema pallidum
151;833;1;;West Nile virus infection mosquito-transmitted illness
151;904;3;;Rocky mountain spotted fever bacterial infection spread by ticks
151;906;0;;Cat scratch fever bacterial infection after cat scratch
151;907;1;;Coccidiomycosis valley fever, fungal infection
152;905;2;Painful rash;Erysipelas bacterial skin infection
152;896;2;Painful rash;Impetigo bacterial skin infection
152;882;2;Painful rash;Chemical burn
152;120;3;Painful rash;Burns
152;140;2;Painful rash;Cellulitis skin infection
152;698;1;Painful rash;Shingles herpes zoster
152;728;2;Painful rash;Steven Johnson syndrome rare, serious skin disorder
152;4;2;Painful rash;Abrasions  (scrapes)
153;6;3;Ingestion;acetaminophen overdose Adverse reaction to acetaminophen
153;34;2;Ingestion;Amphetamine overdose
153;48;2;Ingestion;Anticholinergic drug overdose
153;49;3;Ingestion;Antidepressant overdose
153;64;3;Ingestion;Aspirin salicylates overdose
153;84;1;Ingestion;Beta blocker overdose blood pressure medication overdose
153;91;3;Ingestion;Benzodiazepine Valium overdose
153;123;1;Ingestion;Calcium channel blocker overdose blood pressure medication overdose
153;161;2;Ingestion;Chlorine bleach ingestion
153;217;3;Ingestion;Benadryl diphenhydramine overdose
153;223;3;Ingestion;Unisom overdose doxylamine overdose
153;379;3;Ingestion;Nonsteroidal anti-inflammatory drug overdose Motrin, Advil
153;400;2;Ingestion;Iron overdose
153;416;2;Ingestion;Lead overdose lead poisoning
153;503;3;Ingestion;Narcotic morphine, heroin overdose
153;570;1;Ingestion;Pesticide poisoning organophosphate poisoning
153;640;1;Ingestion;Radiator fluid ethylene glycol poisoning
153;669;1;Ingestion;Rubbing isopropyl alcohol overdose
153;829;1;Ingestion;Warfarin Coumadin, Jantoven overdose
153;837;1;Ingestion;Windshield wiper fluid Methanol poisoning
154;69;3;;Atypical pneumonia lung infection
154;113;1;;Bronchiectasis bronchial tube inflammatory damage
154;114;1;;Bronchiolitis bronchial tube inflammation
154;115;2;;Bronchitis bronchial tube infection
154;439;1;;Lung abscess collection of pus
154;585;3;;Pneumonia lung infection
154;704;2;;Sinusitis sinus infection
154;836;2;;Whooping cough pertussis
154;855;2;;Respiratory syncytial virus RSV, pediatric respiratory infection
154;859;2;;Swine Flu H1N1 Influenza
154;907;1;;Coccidiomycosis valley fever, fungal infection
154;387;2;;Influenza seasonal flu
154;944;1;;Bird flu avian influenza
154;949;0;;Histoplasmosis fungal infection
154;951;1;;Q fever flu-like bacterial illness
154;885;2;;Croup upper airway inflammation
154;786;1;;Typhoid fever salmonella typhi infection from contaminated food or water
154;1050;0;;Loffler's syndrome pulmonary eosinophilia, lung inflammation
154;440;0;;Lung cancer tumor
154;1069;1;;Pneumocystis pneumonia PCP, fungal lung infection
154;181;2;;Common cold upper respiratory infection
154;1111;1;;Aspiration pneumonia lung inflammation or infection
155;197;3;Melena (Black stools from blood);Crohn's disease regional enteritis, Crohn's colitis, intestinal inflammation
155;263;2;Melena (Black stools from blood);Esophageal varices dilation of esophageal veins
155;257;0;Melena (Black stools from blood);Esophageal cancer tumor
155;306;2;Melena (Black stools from blood);Gastric ulcer stomach ulcer
155;307;2;Melena (Black stools from blood);Gastritis stomach inflammation
155;310;3;Melena (Black stools from blood);Gastrointestinal bleeding stomach, intestine bleeding
155;450;0;Melena (Black stools from blood);Mallory Weiss syndrome esophageal tear
155;712;0;Melena (Black stools from blood);Small bowel lymphoma intestinal lymph node cancer
155;830;1;Melena (Black stools from blood);Warfarin Coumadin use
155;758;1;Melena (Black stools from blood);Thrombocytopenia low platelet count
155;841;1;Melena (Black stools from blood);Yellow fever viral hemorrhagic fever
156;257;0;Vomiting coffee ground material;Esophageal cancer tumor
156;263;2;Vomiting coffee ground material;Esophageal varices dilation of esophageal veins
156;306;3;Vomiting coffee ground material;Gastric ulcer stomach ulcer
156;307;2;Vomiting coffee ground material;Gastritis stomach inflammation
156;450;2;Vomiting coffee ground material;Mallory Weiss syndrome esophageal tear
156;830;0;Vomiting coffee ground material;Warfarin Coumadin use
156;310;3;Vomiting coffee ground material;Gastrointestinal bleeding stomach, intestine bleeding
156;758;1;Vomiting coffee ground material;Thrombocytopenia low platelet count
156;841;1;Vomiting coffee ground material;Yellow fever viral hemorrhagic fever
156;265;2;Vomiting coffee ground material;Esophagitis esophageal inflammation
156;172;2;Vomiting coffee ground material;Cirrhosis liver failure and scarring
156;379;2;Vomiting coffee ground material;Nonsteroidal anti-inflammatory drug overdose Motrin, Advil
156;975;0;Vomiting coffee ground material;Stomach cancer gastric cancer
157;64;3;Ringing in ears (Tinnitus);Aspirin salicylates overdose
157;461;1;Ringing in ears (Tinnitus);Meniere's disease dizziness and vertigo
157;379;3;Ringing in ears (Tinnitus);Nonsteroidal anti-inflammatory drug overdose Motrin, Advil
157;332;1;Ringing in ears (Tinnitus);Hearing loss
157;330;3;Ringing in ears (Tinnitus);Head trauma
157;509;3;Ringing in ears (Tinnitus);Neck trauma injury
157;12;0;Ringing in ears (Tinnitus);Acoustic neuroma (ear nerve tumor)
157;148;2;Ringing in ears (Tinnitus);Cerumen impaction ear wax buildup
157;212;1;Ringing in ears (Tinnitus);Depression excessive sadness
158;85;1;Mouth ulcers;BehcetÂ’s disease small blood vessel inflammation disorder
158;318;2;Mouth ulcers;Gingivitis inflammation of the gums
158;327;1;Mouth ulcers;Hand foot and mouth disease Coxsackie virus
158;352;2;Mouth ulcers;Herpes stomatitis viral mouth infection
158;649;0;Mouth ulcers;Reiter syndrome type of joint inflammation
158;526;2;Mouth ulcers;Oral ulcers mouth ulcers
158;531;1;Mouth ulcers;Mouth cancer oropharyngeal cancer
158;70;0;Mouth ulcers;Autoimmune conditions
158;1273;2;Mouth ulcers;Herpangina mouth blisters
159;5;1;Mouth swelling;ACE inhibitor induced cough blood pressure medication side effect Drug-induced cough Drug reaction: ACE inhibitor
159;26;3;Mouth swelling;Allergic reaction
159;37;3;Mouth swelling;Anaphylactoid reactions  (pseudo allergic reaction)
159;38;3;Mouth swelling;Anaphylaxis (severe/life threatening allergic reaction)
159;352;2;Mouth swelling;Herpes stomatitis viral mouth infection
159;327;1;Mouth swelling;Hand foot and mouth disease Coxsackie virus
159;189;1;Mouth swelling;Poison ivy poison oak, poison sumac
159;480;3;Mouth swelling;Mouth trauma injury
159;706;0;Mouth swelling;Sjogren's syndrome dry eyes and mouth
159;531;0;Mouth swelling;Mouth cancer oropharyngeal cancer
159;437;1;Mouth swelling;LudwigÂ’s angina severe infection in the floor of the mouth and neck
159;209;2;Mouth swelling;Dental abscess tooth infection
159;1285;2;Mouth swelling;Food allergy
160;98;2;Eye redness;Blepharitis eyelid swelling
160;186;2;Eye redness;Conjunctivitis pink eye
160;192;2;Eye redness;Corneal abrasion scrape on eye
160;193;2;Eye redness;Corneal foreign body object in the eye
160;829;1;Eye redness;Warfarin Coumadin, Jantoven overdose
160;799;1;Eye redness;Uveitis iritis, eye inflammation
160;319;1;Eye redness;Glaucoma elevated eye pressure
160;879;2;Eye redness;Allergic conjunctivitis allergic reaction in the eye
160;926;2;Eye redness;Subconjunctival hemorrhage blood covering white part of the eye
160;918;0;Eye redness;Rubella German measles
160;992;0;Eye redness;Graves' disease overproduction of thyroid hormone
160;1027;1;Eye redness;Pterygium growth on the eye
160;1355;0;Eye redness;Retinoblastoma pediatric eye cancer
160;1249;0;Eye redness;Scleritis inflammation of the eye
160;1367;1;Eye redness;Tear duct infection Dacryocystitis
160;1479;0;Eye redness;Blocked tear duct dacryostenosis
160;1473;0;Eye redness;Retinopathy
160;1475;1;Eye redness;Corneal ulcer
162;28;2;Sneezing;Allergy
162;854;2;Sneezing;Nasal foreign body unnatural object in the nose
162;387;2;Sneezing;Influenza seasonal flu
162;790;2;Sneezing;Upper respiratory tract infection URI, common cold
162;27;2;Sneezing;Allergic rhinitis  (allergic reaction in the nose)
162;506;1;Sneezing;Nasal polyps growths
162;664;2;Sneezing;Rhinovirus infection common cold
162;859;0;Sneezing;Swine Flu H1N1 Influenza
163;55;1;Bleeding gums;Aplastic anemia bone marrow failure
163;340;1;Bleeding gums;Hemophilia inherited bleeding disorder
163;424;0;Bleeding gums;Leukemia blood cell cancer
163;436;3;Bleeding gums;Low platelets thrombocytopenia
163;491;1;Bleeding gums;Myelodysplastic syndrome bone marrow failure
163;830;1;Bleeding gums;Warfarin Coumadin use
163;318;2;Bleeding gums;Gingivitis inflammation of the gums
163;172;2;Bleeding gums;Cirrhosis liver failure and scarring
163;562;2;Bleeding gums;Periodontitis gum inflammation
163;978;3;Bleeding gums;Idiopathic thrombocytopenia purpura ITP, low platelets
163;1513;0;Bleeding gums;Scurvy vitamin C deficiency
164;20;2;Loss of balance;Alcohol  ethanol intoxication
164;31;1;Loss of balance;Altitude illness Illnesses due to high altitude effects
164;82;1;Loss of balance;Basilar artery migraine headache
164;107;3;Loss of balance;Brain tumor cancer of the brain
164;146;2;Loss of balance;Cerebral vascular accident stroke
164;184;2;Loss of balance;Concussion
164;536;2;Loss of balance;Ear infection, middle ear otitis media
164;409;1;Loss of balance;Labyrinthitis dizziness and vertigo
164;461;1;Loss of balance;Meniere's disease dizziness and vertigo
164;812;1;Loss of balance;Vertebral artery dissection neck artery tear
164;815;1;Loss of balance;Vertebral-basilar stroke stroke in the back of the brain Vertebro basilar insufficiency
164;226;1;Loss of balance;Drug overdose
164;251;1;Loss of balance;Epidural hematoma bleeding around brain or spine
164;736;1;Loss of balance;Subdural hematoma bleeding on brain
164;483;1;Loss of balance;Multiple sclerosis MS
164;903;0;Loss of balance;Wilsons disease copper accumulation in tissues
164;372;3;Loss of balance;Hypoglycemia low blood sugar
164;145;1;Loss of balance;Cerebral palsy movement disorder
164;775;2;Loss of balance;Transient ischemic attack TIA, reversible stroke
164;883;1;Loss of balance;Chicken pox varicella virus
164;1034;3;Loss of balance;Medication reaction
164;1315;1;Loss of balance;Lacunar stroke
164;1365;0;Loss of balance;Tay-Sachs disease
164;1467;0;Loss of balance;Cerebellar Ataxia
165;330;3;Bleeding in brain;Head trauma
165;365;2;Bleeding in brain;Hypertensive emergency severely high blood pressure
165;873;3;Bleeding in brain;Cerebral aneurysm brain artery dilation
165;176;1;Bleeding in brain;Cocaine overdose
165;107;3;Bleeding in brain;Brain tumor cancer of the brain
165;172;1;Bleeding in brain;Cirrhosis liver failure and scarring
165;735;3;Bleeding in brain;Subarachnoid hemorrhage brain bleeding
165;251;3;Bleeding in brain;Epidural hematoma bleeding around brain or spine
165;736;3;Bleeding in brain;Subdural hematoma bleeding on brain
165;395;3;Bleeding in brain;Intracranial hemorrhage bleeding in brain
165;34;1;Bleeding in brain;Amphetamine overdose
170;65;2;Cyanosis (Blue skin coloration);Asthma
170;170;1;Cyanosis (Blue skin coloration);Chronic obstructive pulmonary disease COPD, emphysema
170;185;2;Cyanosis (Blue skin coloration);Congestive heart failure CHF
170;492;1;Cyanosis (Blue skin coloration);Myocardial infarction heart attack
170;591;0;Cyanosis (Blue skin coloration);Polycythemia vera increased number of red blood cells
170;616;2;Cyanosis (Blue skin coloration);Pulmonary edema fluid build-up in the lungs
170;585;3;Cyanosis (Blue skin coloration);Pneumonia lung infection
170;618;0;Cyanosis (Blue skin coloration);Pulmonary fibrosis lung scarring
170;617;3;Cyanosis (Blue skin coloration);Pulmonary embolism blood clot in the lungs
170;503;3;Cyanosis (Blue skin coloration);Narcotic morphine, heroin overdose
170;372;2;Cyanosis (Blue skin coloration);Hypoglycemia low blood sugar
170;246;3;Cyanosis (Blue skin coloration);Hypothermia extreme cold exposure
170;378;3;Cyanosis (Blue skin coloration);Hypoxia lack of oxygen
170;114;1;Cyanosis (Blue skin coloration);Bronchiolitis bronchial tube inflammation
170;885;2;Cyanosis (Blue skin coloration);Croup upper airway inflammation
170;113;1;Cyanosis (Blue skin coloration);Bronchiectasis bronchial tube inflammatory damage
170;657;1;Cyanosis (Blue skin coloration);Respiratory failure breathing failure, ARDS
170;855;2;Cyanosis (Blue skin coloration);Respiratory syncytial virus RSV, pediatric respiratory infection
170;924;2;Cyanosis (Blue skin coloration);Coronary artery anomaly heart artery malformation
170;908;2;Cyanosis (Blue skin coloration);Meconium aspiration newborn respiratory problem
170;989;2;Cyanosis (Blue skin coloration);Raynaud's disease blood vessel constriction
170;973;2;Cyanosis (Blue skin coloration);Congenital heart disease heart defect at birth
170;1034;3;Cyanosis (Blue skin coloration);Medication reaction
170;1051;1;Cyanosis (Blue skin coloration);Methemoglobinemia blood disorder
170;440;0;Cyanosis (Blue skin coloration);Lung cancer tumor
170;699;1;Cyanosis (Blue skin coloration);Shock severe low blood pressure
170;699;1;Cyanosis (Blue skin coloration);Shock severe low blood pressure
171;334;2;Muscle spasm;Heat cramps
171;542;2;Muscle spasm;Overuse syndrome injury from repetitive activity
171;809;0;Muscle spasm;Vascular insufficiency due to peripheral artery disease PAD, claudication, inadequate blood flow
171;483;0;Muscle spasm;Multiple sclerosis MS
171;771;2;Muscle spasm;Torticollis, spasmodic neck muscle spasm
171;934;2;Muscle spasm;Muscle spasm charley horse
171;373;3;Muscle spasm;Hypokalemia low blood potassium
171;371;2;Muscle spasm;Hypocalcemia low blood calcium
171;653;0;Muscle spasm;Renal failure, chronic ongoing kidney failure
171;652;1;Muscle spasm;Renal failure, acute sudden kidney failure
171;937;1;Muscle spasm;Tetanus lockjaw
171;1345;0;Muscle spasm;Post-polio syndrome
171;1431;0;Muscle spasm;Vitamin D deficiency
171;1535;0;Muscle spasm;Dystonia
171;1515;0;Muscle spasm;Beriberi thiamine vitamin B1 deficiency
172;937;1;Drooling;Tetanus lockjaw
172;925;2;Drooling;Stroke CVA, cerebrovascular accident
172;660;1;Drooling;Retropharyngeal abscess throat abscess
172;568;3;Drooling;Peritonsillar abscess collection of pus around tonsils
172;768;2;Drooling;Tonsillitis tonsil infection
172;767;0;Drooling;Tonsillar cancer tumor tongue
172;766;0;Drooling;Tongue cancer tumor
172;474;2;Drooling;Mononucleosis common viral illness
172;731;2;Drooling;Streptococcus infection strep throat bacteria
172;570;1;Drooling;Pesticide poisoning organophosphate poisoning
172;87;1;Drooling;Bell's palsy facial muscle weakness
172;252;2;Drooling;Epiglottitis severe throat inflammation
172;145;1;Drooling;Cerebral palsy movement disorder
172;1064;1;Drooling;Teething
172;437;1;Drooling;LudwigÂ’s angina severe infection in the floor of the mouth and neck
172;551;0;Drooling;Parkinson's disease movement disorder
172;322;1;Drooling;Guillain Barre syndrome ascending muscle weakness
172;103;1;Drooling;Botulism bacterial toxin causing muscle weakness
172;352;2;Drooling;Herpes stomatitis viral mouth infection
172;327;1;Drooling;Hand foot and mouth disease Coxsackie virus
172;1065;1;Drooling;Rabies deadly viral illness transmitted by animals
173;401;1;Abdominal swelling (Stomach swelling);Irritable bowel syndrome IBS, chronic intestinal pain and cramping
173;939;1;Abdominal swelling (Stomach swelling);Umbilical hernia belly button hernia
173;139;1;Abdominal swelling (Stomach swelling);Celiac disease celiac sprue
173;446;2;Abdominal swelling (Stomach swelling);Malabsorption syndrome abnormal intestinal digestion
173;388;2;Abdominal swelling (Stomach swelling);Inguinal hernia groin hernia
173;549;2;Abdominal swelling (Stomach swelling);Paralytic Ileus intestinal paralysis
173;393;1;Abdominal swelling (Stomach swelling);Intestinal ischemia decreased intestinal blood flow
173;394;1;Abdominal swelling (Stomach swelling);Intestinal volvulus twisting of intestine
173;795;2;Abdominal swelling (Stomach swelling);Urine retention inability to urinate
173;76;0;Abdominal swelling (Stomach swelling);Bacterial overgrowth of small intestine Bacterial Overgrowth Syndrome
173;187;2;Abdominal swelling (Stomach swelling);Constipation
173;1;1;Abdominal swelling (Stomach swelling);Abdominal aortic aneurysm (enlarged major blood vessel)
173;652;1;Abdominal swelling (Stomach swelling);Renal failure, acute sudden kidney failure
173;172;1;Abdominal swelling (Stomach swelling);Cirrhosis liver failure and scarring
173;185;1;Abdominal swelling (Stomach swelling);Congestive heart failure CHF
173;411;1;Abdominal swelling (Stomach swelling);Bowel obstruction intestinal blockage
173;538;0;Abdominal swelling (Stomach swelling);Ovarian cancer female organ cancer
173;954;1;Abdominal swelling (Stomach swelling);Near drowning
173;958;2;Abdominal swelling (Stomach swelling);Ascites fluid in the abdomen
173;988;2;Abdominal swelling (Stomach swelling);Lactose intolerance
173;126;0;Abdominal swelling (Stomach swelling);Cancer tumor
173;1046;0;Abdominal swelling (Stomach swelling);Gastroparesis stomach muscle malfunction
173;545;0;Abdominal swelling (Stomach swelling);Pancreatic cancer tumor
173;180;1;Abdominal swelling (Stomach swelling);Colon cancer large intestine tumor
173;1059;1;Abdominal swelling (Stomach swelling);Spleen injury splenic rupture
173;1060;1;Abdominal swelling (Stomach swelling);Liver injury liver trauma
173;1066;1;Abdominal swelling (Stomach swelling);Toxic megacolon rapid dilation of the colon
173;1277;0;Abdominal swelling (Stomach swelling);Extragonadal germ cell tumors
173;1497;0;Abdominal swelling (Stomach swelling);Urethral stricture
174;940;2;Skin growths;Common warts
174;931;2;Skin growths;Melanoma skin cancer
174;248;2;Skin growths;Epidermal cyst
174;707;2;Skin growths;Skin abscess collection of pus
174;930;2;Skin growths;Carbuncle
174;403;0;Skin growths;Kaposi Sarcoma type of cancer
174;741;2;Skin growths;Swimmer's itch cercarial dermatitis
174;909;0;Skin growths;Neurofibromatosis inherited nerve tumors
174;725;0;Skin growths;Squamous cell cancer common skin cancer
174;1067;1;Skin growths;Basal cell carcinoma skin cancer
174;1068;2;Skin growths;Skin tags acrochordons
174;1421;1;Skin growths;Keloid overgrown scar
174;1517;0;Skin growths;Cutaneous T cell lymphoma
175;69;3;;Atypical pneumonia lung infection
175;113;1;;Bronchiectasis bronchial tube inflammatory damage
175;114;1;;Bronchiolitis bronchial tube inflammation
